,Mano,Grande,Stddev_grande,Chica,Stddev_chica,Pares_1,Stddev_pares_1,Pares_2,Stddev_pares_2,Juego_1,Stddev_juego_1,Juego_2,Stddev_juego_2,Punto,Stddev_punto,Grande_value,Chica_value,Pares_value,Juego_value,Pares_repr,Juego_repr,SampleAppearances,Muestras_total,Muestras_pares_1,Muestras_pares_2,Muestras_juego_1,Muestras_juego_2,Muestras_punto,Samples,Sample_size
968,C C 5 A (3),2.33705,0.425524,18.2059,1.08654,38.939,1.3757,34.1984,1.38942,0.0,0.0,0.0,0.0,25.9619,2.01476,7731.2,1376.8,77.2,26.2, C C X X (3), 26 (3),600000,756350456,756350456,701860414,471411740,109893570,284938716,600000,600000
969,5 4 A A (3),0.0,0.0,96.1871,0.353217,10.3402,0.561615,2.09876,0.276268,0.0,0.0,0.0,0.0,0.0,0.0,3211.2,1122.8,11.2,11.2, A A X X (3), 11 (3),600000,1764727398,1764727398,1616171292,1347033296,472519016,417694102,600000,600000
970,R C S 4 (2),50.9448,0.862331,0.523447,0.124322,0.0,0.0,0.0,0.0,52.3223,0.862745,13.6471,0.796614,0.0,0.0,8762.3,2677.7,0.3,34.3, X X X X (2), 34 (2),600000,2016829057,1864918438,1228404985,2016829057,1113544081,0,600000,600000
971,C C C 4 (3),2.43197,1.50983,0.455444,0.6603,79.4216,3.95995,78.1858,4.16702,50.683,4.90032,10.6829,4.09255,0.0,0.0,7772.2,2776.8,777.2,34.2, C C C X (3), 34 (3),600000,63020343,63020343,59450681,63020343,34796990,0,600000,600000
972,7 7 7 7 (4),0.0098977,0.435999,0.000176035,0.0546346,88.7636,13.6378,88.1794,14.3799,0.0,0.0,0.0,0.0,63.3856,34.6051,5555.1,5554.9,5555.1,28.1, 7 7 7 7 (4), 28 (4),599197,3936961,3936961,3743564,2503673,601674,1433288,600000,600000
973,C S 4 A (4),1.43746,0.205497,37.0826,0.83323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5296,0.944128,7621.1,1266.9,0.1,25.1, X X X X (4), 25 (4),600000,2016897456,1864982408,1228415313,1278366060,307508720,738531396,600000,600000
974,R 6 6 5 (1),8.40437,0.783501,0.174075,0.117344,26.6373,1.2472,20.9423,1.19098,0.0,0.0,0.0,0.0,50.4059,2.38003,8443.4,3447.6,44.4,27.4, 6 6 X X (1), 27 (1),600000,756314128,756314128,701832158,490449072,122950960,265865056,600000,600000
975,7 7 7 A (2),0.00985136,0.0686078,8.39867,1.91851,79.2361,2.80494,77.7752,2.97436,0.0,0.0,0.0,0.0,4.28948,2.47434,5551.3,1554.7,555.3,22.3, 7 7 7 X (2), 22 (2),600000,126056548,126056548,117770187,85153495,23031358,40903053,600000,600000
976,C S S 4 (4),2.08533,0.569443,0.55213,0.295492,33.814,1.88816,29.42,1.87708,49.0898,1.99318,7.78407,1.44027,0.0,0.0,7662.1,2666.9,66.1,34.1, S S X X (4), 34 (4),600000,378149600,378149600,354607643,378149600,208767890,0,600000,600000
977,R S A A (3),16.7278,0.486365,70.08,0.597054,11.7754,0.41924,2.35805,0.208186,0.0,0.0,0.0,0.0,2.05398,0.310388,8611.2,1167.8,11.2,22.2, A A X X (3), 22 (3),600000,3529619962,3529619962,3189195884,2273741642,564002204,1255878320,600000,600000
978,R R R 7 (2),99.5162,0.180674,1.82024e-06,0.000352578,89.3644,0.802952,88.3013,0.877906,68.1162,1.21552,38.9376,1.76131,0.0,0.0,8885.3,5887.7,888.3,37.3, R R R X (2), 37 (2),600000,882366780,882366780,802179839,882366780,460729608,0,600000,600000
979,R C 5 A (4),35.5953,0.58334,17.3218,0.460605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8319,0.834408,8731.1,1377.9,0.1,26.1, X X X X (4), 26 (4),600000,4033755579,3684461310,2352359421,2514097934,585957721,1519657645,600000,600000
980,S 7 6 A (1),0.153484,0.0674985,13.5786,0.589899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5322,0.934229,6541.4,1455.6,0.4,24.4, X X X X (1), 24 (1),600000,2016886094,1864971892,1228402130,1317169638,334729486,699716456,600000,600000
981,R S 7 4 (3),24.574,0.742452,0.696676,0.143418,0.0,0.0,0.0,0.0,83.0143,0.648528,71.4402,1.01122,0.0,0.0,8652.2,2567.8,0.2,3100.2, X X X X (3), 31 (3),600000,2016910012,1864992655,1228448174,2016910012,1199536861,0,600000,600000
982,R C C 4 (4),55.6016,1.39812,0.450917,0.189044,44.5799,1.39909,40.2775,1.43355,49.0878,1.40672,7.78194,1.01566,0.0,0.0,8772.1,2777.9,77.1,34.1, C C X X (4), 34 (4),600000,756330272,756330272,701844046,756330272,417558136,0,600000,600000
983,R R 6 6 (2),76.2907,1.2837,0.00919427,0.0289011,98.5258,0.363776,98.3966,0.395412,73.4894,1.32936,54.8874,1.95533,0.0,0.0,8844.3,4487.7,8844.3,320.3, R R 6 6 (2), 32 (2),600000,661823697,661823697,608489388,661823697,388921746,0,600000,600000
984,C C 6 6 (4),2.36953,0.99136,0.00935928,0.0630373,92.0301,1.76814,91.5269,1.87468,69.2054,3.00997,47.6019,4.24886,0.0,0.0,7744.1,4476.9,7744.1,320.1, C C 6 6 (4), 32 (4),600000,141815946,141815946,133392886,141815946,83345598,0,600000,600000
985,R 5 5 5 (2),5.75287,1.60777,0.216474,0.321399,80.6838,2.73102,79.3258,2.89833,0.0,0.0,0.0,0.0,20.9528,4.82975,8333.3,3337.7,333.3,25.3, 5 5 5 X (2), 25 (2),600000,126065726,126065726,117784712,82845531,21315118,43220195,600000,600000
986,R R 7 6 (4),80.9613,0.725337,0.00295821,0.0100436,53.9949,0.920964,49.7656,0.96558,42.5068,0.911907,0.0,0.0,0.0,0.0,8854.1,4587.9,88.1,33.1, R R X X (4), 33 (4),600000,1764711527,1764711527,1616139040,1764711527,1014588794,0,600000,600000
987,7 6 6 A (3),0.0072188,0.02394,14.1998,0.983204,24.1667,1.2069,18.281,1.13118,0.0,0.0,0.0,0.0,0.568912,0.387567,5441.2,1444.8,44.2,20.2, 6 6 X X (3), 20 (3),600000,756355505,756355505,701880038,529944024,154519993,226411481,600000,600000
988,R C C 7 (3),55.9287,1.40048,1.02072e-05,0.000901371,45.0348,1.40209,40.7688,1.43754,66.896,1.32514,36.6053,1.87783,0.0,0.0,8775.2,5777.8,77.2,37.2, C C X X (3), 37 (3),600000,756283464,756283464,701813018,756283464,394923204,0,600000,600000
989,S S S 6 (1),0.216448,0.456048,0.00216706,0.0455294,78.8859,4.00743,77.6192,4.21435,64.0228,4.7064,32.6332,6.32458,0.0,0.0,6664.4,4665.6,666.4,36.4, S S S X (1), 36 (1),600000,63037864,63037864,59469298,63037864,33664815,0,600000,600000
990,S 6 5 A (2),0.069774,0.0454795,25.2483,0.74944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69142,0.570631,6431.3,1345.7,0.3,22.3, X X X X (2), 22 (2),600000,2016849879,1864935263,1228372690,1359798195,367952167,657051684,600000,600000
991,C 6 4 A (1),0.66275,0.140051,45.2999,0.858771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52481,0.375541,7421.4,1246.6,0.4,21.4, X X X X (1), 21 (1),600000,2016839181,1864935351,1228390725,1376469536,381718929,640369645,600000,600000
992,7 5 5 A (4),0.00213151,0.0129942,26.9937,1.24882,19.4075,1.11307,13.1516,0.989084,0.0,0.0,0.0,0.0,0.0508756,0.119144,5331.1,1334.9,33.1,18.1, 5 5 X X (4), 18 (4),600000,756326352,756326352,701847210,541128826,164861744,215197526,600000,600000
993,R C C A (1),55.5752,0.989496,4.59567,0.41714,47.6295,0.996007,42.8938,1.03025,100.0,0.0,100.0,0.0,0.0,0.0,8771.4,1777.6,77.4,3100.4, C C X X (1), 31 (1),600000,1512671857,1512671857,1387228136,1512671857,850508858,0,600000,600000
994,S 7 7 6 (2),0.175951,0.167107,0.00739969,0.0343363,28.6927,1.80554,23.9578,1.75908,0.0,0.0,0.0,0.0,95.0983,1.38625,6554.3,4555.7,55.3,30.3, 7 7 X X (2), 30 (2),600000,378173659,378173659,354625571,232014015,52297935,146159644,600000,600000
995,S 5 4 A (3),0.0373641,0.0333411,51.6094,0.861392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509448,0.220985,6321.2,1235.8,0.2,20.2, X X X X (3), 20 (3),600000,2016844870,1864922416,1228366035,1393016945,395622542,623827925,600000,600000
996,R R 7 5 (1),80.7459,0.727125,0.0540573,0.042858,76.8814,0.776434,74.7563,0.835854,75.8803,0.788821,58.6645,1.18819,0.0,0.0,8853.4,3587.6,88.4,320.4, R R X X (1), 32 (1),600000,1764708350,1764708350,1616149084,1764708350,1029725229,0,600000,600000
997,C 7 6 6 (1),1.17424,0.429092,0.00999271,0.0398925,26.2615,1.7554,21.3672,1.68877,0.0,0.0,0.0,0.0,88.3589,2.0956,7544.4,4456.6,44.4,29.4, 6 6 X X (1), 29 (1),600000,378158938,378158938,354620796,236825100,55520860,141333838,600000,600000
998,C 5 A A (2),0.486388,0.128311,85.5619,0.647633,12.4916,0.609001,4.44803,0.397673,0.0,0.0,0.0,0.0,0.0187989,0.0462897,7311.3,1136.7,11.3,17.3, A A X X (2), 17 (2),600000,1764732283,1764732283,1616176355,1237733347,362718251,526998936,600000,600000
999,R S S A (2),26.8179,0.882854,5.71194,0.462715,39.6268,0.973499,34.1676,0.98614,92.2752,0.532204,86.2604,0.915093,0.0,0.0,8661.3,1667.7,66.3,3100.3, S S X X (2), 31 (2),600000,1512636585,1512636585,1387199104,1512636585,850446851,0,600000,600000
1000,C C 7 5 (3),2.39016,0.60995,0.0625017,0.0996543,37.5348,1.92983,33.3871,1.94091,72.0052,1.78839,52.022,2.60367,0.0,0.0,7753.2,3576.8,77.2,320.2, C C X X (3), 32 (3),600000,378144502,378144502,354598978,378144502,220643821,0,600000,600000
1001,S 6 6 6 (3),0.0814007,0.279577,0.0100458,0.0984675,78.2196,4.0467,76.9115,4.25477,0.0,0.0,0.0,0.0,58.0065,8.13073,6444.2,4445.8,444.2,28.2, 6 6 6 X (3), 28 (3),600000,63025833,63025833,59454659,40317578,9836004,22708255,600000,600000
1002,6 5 5 5 (1),9.4453e-05,0.00948595,0.216776,0.456316,77.6774,4.08032,76.3384,4.28907,0.0,0.0,0.0,0.0,1.75523,2.41224,4333.4,3333.6,333.4,21.4, 5 5 5 X (1), 21 (1),600000,63014126,63014126,59448155,44596578,13286010,18417548,600000,600000
1003,S 4 A A (4),0.0247864,0.0290728,93.2436,0.462596,8.41757,0.512191,0.0,0.0,0.0,0.0,0.0,0.0,0.000957002,0.0106402,6211.1,1125.9,11.1,16.1, A A X X (4), 16 (4),600000,1764786378,1764786378,1616234108,1256245102,379486839,508541276,600000,600000
1004,R C 6 5 (2),41.4457,0.849951,0.111757,0.0576586,0.0,0.0,0.0,0.0,91.0996,0.4903,85.0672,0.794983,0.0,0.0,8743.3,3477.7,0.3,3100.3, X X X X (2), 31 (2),600000,2016773743,1864872143,1228359645,2016773743,1202052240,0,600000,600000
1005,R 7 7 A (3),14.0519,0.690897,8.31192,0.549117,32.6541,0.933949,26.5632,0.918538,0.0,0.0,0.0,0.0,14.4986,1.16954,8551.2,1557.8,55.2,25.2, 7 7 X X (3), 25 (3),600000,1512705675,1512705675,1387240071,969458390,237529984,543247285,600000,600000
1006,C S 6 5 (4),1.76584,0.321616,0.13119,0.0883344,0.0,0.0,0.0,0.0,75.3148,1.05341,58.5833,1.55912,0.0,0.0,7643.1,3466.9,0.1,3100.1, X X X X (4), 31 (4),600000,1008393596,942640056,639897411,1008393596,601021120,0,600000,600000
1007,7 7 5 4 (2),0.00966997,0.0392132,1.79915,0.529699,26.1375,1.74861,21.2337,1.68199,0.0,0.0,0.0,0.0,9.02395,2.05732,5532.3,2354.7,55.3,23.3, 7 7 X X (2), 23 (2),600000,378150344,378150344,354607547,261338675,74084062,116811669,600000,600000
1008,R R S S (2),88.6054,0.95591,0.0,0.0,99.4397,0.224987,99.3906,0.244657,73.9344,1.3232,45.5948,2.16937,0.0,0.0,8866.3,6687.7,8866.3,40.3, R R S S (2), 40 (2),600000,661775530,661775530,608434535,661775530,317057822,0,600000,600000
1009,R S 5 5 (3),20.0106,1.12687,0.205966,0.127813,23.4876,1.1964,17.5491,1.11307,0.0,0.0,0.0,0.0,90.7299,1.29605,8633.2,3367.8,33.2,30.2, 5 5 X X (3), 30 (3),600000,756283978,756283978,701812765,454949541,99314197,301334437,600000,600000
1010,S 7 4 4 (1),0.116169,0.135933,2.36867,0.606641,17.4283,1.5096,11.9443,1.3351,0.0,0.0,0.0,0.0,20.6988,2.79549,6522.4,2255.6,22.4,25.4, 4 4 X X (1), 25 (1),600000,378151288,378151288,354600476,251306230,66075306,126845058,600000,600000
1011,6 6 5 4 (4),0.000142267,0.00474825,2.02915,0.562609,20.8771,1.61777,15.6238,1.49281,0.0,0.0,0.0,0.0,1.11592,0.779886,4432.1,2343.9,44.1,21.1, 6 6 X X (4), 21 (4),600000,378167775,378167775,354623044,268751367,80765510,109416408,600000,600000
1012,R C 7 5 (4),45.5087,0.85785,0.0558165,0.0407382,0.0,0.0,0.0,0.0,70.1237,0.789543,48.7973,1.12834,0.0,0.0,8753.1,3577.9,0.1,320.1, X X X X (4), 32 (4),600000,2016806619,1864904171,1228396654,2016806619,1176784637,0,600000,600000
1013,C C S S (4),2.43146,1.00453,0.0,0.0,92.0882,1.75863,91.5882,1.86517,72.4374,2.91176,42.4743,4.66553,0.0,0.0,7766.1,6676.9,7766.1,40.1, C C S S (4), 40 (4),600000,141805961,141805961,133379521,141805961,67944431,0,600000,600000
1014,5 5 A A (1),1.48544e-07,0.000115062,88.6274,0.956869,89.6179,0.919989,88.7078,0.995707,0.0,0.0,0.0,0.0,4.78302e-06,0.00131129,3311.4,1132.6,3311.4,12.4, 5 5 A A (1), 12 (1),600000,661735148,661735148,608399794,498175843,169421230,163559305,600000,600000
1015,7 6 4 4 (3),0.00450705,0.0267244,2.39367,0.609837,16.9953,1.49752,11.4815,1.31386,0.0,0.0,0.0,0.0,1.1872,0.802566,5422.2,2244.8,22.2,21.2, 4 4 X X (3), 21 (3),600000,378144926,378144926,354590480,268305507,80349010,109839419,600000,600000
1016,R R C S (4),95.9607,0.363665,0.0,0.0,53.9921,0.919937,49.7628,0.964215,72.4391,0.824274,42.4771,1.31765,0.0,0.0,8876.1,6787.9,88.1,40.1, R R X X (4), 40 (4),600000,1764769146,1764769146,1616199879,1764769146,845551954,0,600000,600000
1017,C C 4 A (2),2.32658,0.424276,34.9637,1.34279,39.3546,1.37512,34.6474,1.39031,0.0,0.0,0.0,0.0,17.5948,1.7758,7721.3,1276.7,77.3,25.3, C C X X (2), 25 (2),600000,756309171,756309171,701834831,479368900,115305182,276940271,600000,600000
1018,4 4 A A (3),0.0,0.0,96.8199,0.528544,89.1414,0.937583,88.1896,1.01433,0.0,0.0,0.0,0.0,0.0,0.0,2211.2,1121.8,2211.2,10.2, 4 4 A A (3), 10 (3),600000,661742157,661742157,608412873,511897381,185070914,149844776,600000,600000
1019,C C S 4 (2),2.41559,0.61283,0.537724,0.291306,37.935,1.93364,33.8132,1.94728,52.3206,1.99119,13.6442,1.84305,0.0,0.0,7762.3,2676.7,77.3,34.3, C C X X (2), 34 (2),600000,378171127,378171127,354620615,378171127,208797855,0,600000,600000
1020,R C A A (1),33.1874,0.612715,68.7334,0.604633,16.7843,0.488048,7.90206,0.370756,0.0,0.0,0.0,0.0,4.19891,0.439157,8711.4,1177.6,11.4,22.4, A A X X (1), 22 (1),600000,3529483341,3529483341,3189086804,2273615648,563994953,1255867693,600000,600000
1021,S S 4 A (4),0.203231,0.126882,37.7692,1.36492,32.0848,1.31447,26.8132,1.29516,0.0,0.0,0.0,0.0,12.5323,1.54321,6621.1,1265.9,66.1,25.1, S S X X (4), 25 (4),600000,756314220,756314220,701837983,479377826,115300164,276936394,600000,600000
1022,R C 7 4 (1),45.301,0.859875,0.662565,0.140049,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,8752.4,2577.6,0.4,3100.4, X X X X (1), 31 (1),600000,2016822158,1864932694,1228406791,2016822158,1199526020,0,600000,600000
1023,C 6 6 5 (1),0.772254,0.348284,0.174897,0.166497,23.8779,1.7014,18.8225,1.61016,0.0,0.0,0.0,0.0,50.4122,3.36606,7443.4,3446.6,44.4,27.4, 6 6 X X (1), 27 (1),600000,378191595,378191595,354639465,245239088,61475209,132952507,600000,600000
1024,S S S 4 (4),0.215352,0.454434,0.553865,0.72829,78.889,3.99685,77.6215,4.20404,49.0773,4.89027,7.78445,3.5429,0.0,0.0,6662.1,2665.9,666.1,34.1, S S S X (4), 34 (4),600000,63016258,63016258,59447291,63016258,34799178,0,600000,600000
1025,C S A A (3),1.39512,0.216353,71.433,0.83304,10.3398,0.561496,2.09852,0.276405,0.0,0.0,0.0,0.0,2.05399,0.438886,7611.2,1166.8,11.2,22.2, A A X X (3), 22 (3),600000,1764698654,1764698654,1616148184,1136808445,281958239,627890209,600000,600000
1026,6 5 A A (2),2.21736e-05,0.000868464,88.1861,0.594711,12.4894,0.610563,4.44619,0.397217,0.0,0.0,0.0,0.0,2.22158e-05,0.00173048,4311.3,1133.7,11.3,13.3, A A X X (2), 13 (2),600000,1764757756,1764757756,1616210346,1319067815,441605166,445689941,600000,600000
1027,7 7 6 A (1),0.00985775,0.0279364,13.6692,0.967045,27.4154,1.2581,21.7821,1.20865,0.0,0.0,0.0,0.0,1.85172,0.681786,5541.4,1454.6,55.4,21.4, 7 7 X X (1), 21 (1),600000,756309499,756309499,701839827,520349849,146154132,235959650,600000,600000
1028,C S 7 4 (3),1.9328,0.335916,0.730976,0.207866,0.0,0.0,0.0,0.0,83.014,0.915912,71.4402,1.42992,0.0,0.0,7652.2,2566.8,0.2,3100.2, X X X X (3), 31 (3),600000,1008393015,942631558,639873556,1008393015,599745282,0,600000,600000
1029,R R C 7 (1),95.7337,0.37295,6.7495e-06,0.000479312,76.8824,0.778325,74.7576,0.83809,69.3462,0.849959,41.2961,1.25588,0.0,0.0,8875.4,5787.6,88.4,37.4, R R X X (1), 37 (1),600000,1764743632,1764743632,1616196336,1764743632,921506625,0,600000,600000
1030,R S 6 4 (2),21.8433,0.711532,0.993742,0.171016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9216,0.54319,8642.3,2467.7,0.3,30.3, X X X X (2), 30 (2),600000,2016909984,1865014960,1228435572,1218837570,268356351,798072414,600000,600000
1031,C 5 5 5 (2),0.554308,0.726207,0.215522,0.454723,77.6752,4.08058,76.336,4.28831,0.0,0.0,0.0,0.0,20.9624,6.88509,7333.3,3336.7,333.3,25.3, 5 5 5 X (2), 25 (2),600000,63031018,63031018,59463679,41423307,10659075,21607711,600000,600000
1032,6 6 6 A (3),0.000112398,0.00732099,14.2224,2.41332,78.699,2.8313,77.2003,3.00179,0.0,0.0,0.0,0.0,0.20224,0.584468,4441.2,1443.8,444.2,19.2, 6 6 6 X (3), 19 (3),600000,126043322,126043322,117757377,89974475,27260400,36068847,600000,600000
1033,C C C 7 (3),2.43062,1.5093,4.91099e-06,0.00220591,79.4371,3.96182,78.2034,4.16707,66.8915,4.62092,36.6002,6.57435,0.0,0.0,7775.2,5776.8,777.2,37.2, C C C X (3), 37 (3),600000,63010966,63010966,59443817,63010966,32905035,0,600000,600000
1034,7 6 5 A (2),0.00567399,0.012998,25.7923,0.75449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313232,0.178993,5431.3,1344.7,0.3,19.3, X X X X (2), 19 (2),600000,2016897128,1864991181,1228424090,1431071967,428504785,585825161,600000,600000
1035,C 7 6 4 (4),1.1212,0.257492,1.12084,0.256933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7029,1.99378,7542.1,2456.9,0.1,27.1, X X X X (4), 27 (4),600000,1008423009,942655654,639898506,649685819,160848612,358737190,600000,600000
1036,R C S 7 (2),53.6246,0.859106,4.99638e-05,0.00121934,0.0,0.0,0.0,0.0,68.1145,0.802709,38.9393,1.16381,0.0,0.0,8765.3,5677.7,0.3,37.3, X X X X (2), 37 (2),600000,2016807601,1864919780,1228401026,2016807601,1053166103,0,600000,600000
1037,R S A A (4),16.5438,0.484537,69.6067,0.600881,9.64386,0.384664,0.0,0.0,0.0,0.0,0.0,0.0,1.42468,0.259231,8611.1,1167.9,11.1,22.1, A A X X (4), 22 (4),600000,3529503705,3529503705,3189122967,2273636212,564005081,1255867493,600000,600000
1038,S 6 4 A (1),0.0618,0.0429412,46.1337,0.859301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52578,0.375744,6421.4,1245.6,0.4,21.4, X X X X (1), 21 (1),600000,2016867251,1864966031,1228399862,1376507595,381757220,640359656,600000,600000
1039,6 5 5 A (4),8.1725e-05,0.00254411,27.0549,1.25178,19.408,1.11363,13.1514,0.987561,0.0,0.0,0.0,0.0,0.0203065,0.0771265,4331.1,1333.9,33.1,17.1, 5 5 X X (4), 17 (4),600000,756348884,756348884,701861578,550700965,174142969,205647919,600000,600000
1040,R 7 5 4 (3),11.6216,0.552873,1.68304,0.221986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7578,1.29522,8532.2,2357.8,0.2,26.2, X X X X (3), 26 (3),600000,2016881923,1864976713,1228403499,1317120633,334747723,699761290,600000,600000
1041,R S 7 4 (4),24.4398,0.74004,0.684282,0.14221,0.0,0.0,0.0,0.0,75.4918,0.742547,58.7934,1.10239,0.0,0.0,8652.1,2567.9,0.1,3100.1, X X X X (4), 31 (4),600000,2016815154,1864905051,1228402423,2016815154,1199532096,0,600000,600000
1042,C S S 7 (4),2.09834,0.571078,8.00126e-05,0.00357433,33.8137,1.88341,29.4191,1.87322,65.6829,1.89344,34.2849,2.62024,0.0,0.0,7665.1,5666.9,66.1,37.1, S S X X (4), 37 (4),600000,378157599,378157599,354611943,378157599,197477985,0,600000,600000
1043,C C C A (1),2.43081,1.06458,4.59305,1.44901,80.3229,2.75219,78.9394,2.92091,100.0,0.0,100.0,0.0,0.0,0.0,7771.4,1776.6,777.4,3100.4, C C C X (1), 31 (1),600000,126049346,126049346,117769260,126049346,70878930,0,600000,600000
1044,7 5 4 A (3),0.00160522,0.00690183,52.5027,0.861395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218492,0.0487791,5321.2,1234.8,0.2,17.2, X X X X (3), 17 (3),600000,2016844395,1864934760,1228393847,1466116280,462084674,550728115,600000,600000
1045,R R R R (2),99.9983,0.0190026,0.0,0.0,99.9983,0.0190026,99.9982,0.0209892,73.9355,2.05128,45.5961,3.3632,0.0,0.0,8888.3,8887.7,8888.3,40.3, R R R R (2), 40 (2),600000,275725991,275725991,249665908,275725991,132097287,0,600000,600000
1046,7 7 7 6 (2),0.0101332,0.0988827,0.00762104,0.0855344,78.3538,4.03495,77.0544,4.24212,0.0,0.0,0.0,0.0,53.0253,8.34579,5554.3,4554.7,555.3,27.3, 7 7 7 X (2), 27 (2),600000,63025782,63025782,59456453,40930765,10235728,22095017,600000,600000
1047,R S 7 7 (3),26.0397,1.23595,0.000140499,0.00334083,34.4669,1.34148,29.3795,1.33498,47.9767,1.41024,7.58134,0.995137,0.0,0.0,8655.2,5567.8,55.2,34.2, 7 7 X X (3), 34 (3),600000,756368047,756368047,701880020,756368047,425766290,0,600000,600000
1048,R C C 7 (4),55.9046,1.39799,8.71435e-06,0.000831123,44.5782,1.39939,40.276,1.43351,65.6855,1.33917,34.2845,1.85083,0.0,0.0,8775.1,5777.9,77.1,37.1, C C X X (4), 37 (4),600000,756323138,756323138,701841833,756323138,394925851,0,600000,600000
1049,S 5 A A (2),0.03351,0.0337465,86.4335,0.632082,12.4922,0.609075,4.44861,0.396731,0.0,0.0,0.0,0.0,0.0187267,0.0461762,6311.3,1135.7,11.3,17.3, A A X X (2), 17 (2),600000,1764766230,1764766230,1616207084,1237766775,362677867,526999455,600000,600000
1050,S 7 6 6 (1),0.167188,0.163089,0.0100379,0.0399043,26.2628,1.75731,21.3655,1.69107,0.0,0.0,0.0,0.0,88.361,2.09576,6544.4,4455.6,44.4,29.4, 6 6 X X (1), 29 (1),600000,378157019,378157019,354605910,236838621,55510753,141318398,600000,600000
1051,C S S A (2),2.08257,0.402445,5.74247,0.656228,35.8506,1.35116,30.871,1.35051,92.276,0.751365,86.2622,1.29194,0.0,0.0,7661.3,1666.7,66.3,3100.3, S S X X (2), 31 (2),600000,756297956,756297956,701820082,756297956,425221537,0,600000,600000
1052,7 6 6 6 (3),0.00752807,0.085048,0.0100499,0.0982854,78.2082,4.04789,76.8997,4.25629,0.0,0.0,0.0,0.0,15.922,6.37346,5444.2,4444.8,444.2,25.2, 6 6 6 X (3), 25 (3),600000,63020188,63020188,59450529,42598803,11530250,20421385,600000,600000
1053,5 5 5 5 (1),0.0,0.0,0.212839,1.97352,86.7158,14.6863,86.0317,15.4586,0.0,0.0,0.0,0.0,0.822106,6.96437,3333.4,3332.6,3333.4,20.4, 5 5 5 5 (1), 20 (1),599176,3938829,3938829,3745161,2786203,829925,1152626,600000,600000
1054,7 4 A A (4),0.000581506,0.00444153,94.1466,0.432615,8.41763,0.512067,0.0,0.0,0.0,0.0,0.0,0.0,4.90528e-06,0.000810871,5211.1,1124.9,11.1,13.1, A A X X (4), 13 (4),600000,1764759631,1764759631,1616208450,1317131190,439556318,447628441,600000,600000
1055,R S 7 A (1),24.306,0.523097,7.76913,0.326344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1226,0.867805,8651.4,1567.6,0.4,28.4, X X X X (1), 28 (1),600000,4033796199,3684484062,2352434081,2432590376,533313139,1601205823,600000,600000
1056,C C 6 5 (2),2.36673,0.606071,0.116019,0.135794,37.9279,1.93487,33.8079,1.94766,91.0986,1.135,85.0644,1.84199,0.0,0.0,7743.3,3476.7,77.3,3100.3, C C X X (2), 31 (2),600000,378160924,378160924,354623005,378160924,225380134,0,600000,600000
1057,R C 5 5 (1),37.8318,1.36693,0.2048,0.127365,24.0496,1.2036,18.1534,1.12782,0.0,0.0,0.0,0.0,100.0,0.0,8733.4,3377.6,33.4,30.4, 5 5 X X (1), 30 (1),600000,756327536,756327536,701841693,454971141,99310859,301356395,600000,600000
1058,C 7 7 A (3),1.20237,0.306998,8.35958,0.780595,29.4159,1.28267,23.9357,1.24576,0.0,0.0,0.0,0.0,14.5001,1.65757,7551.2,1556.8,55.2,25.2, 7 7 X X (3), 25 (3),600000,756317468,756317468,701827350,484696944,118779669,271620524,600000,600000
1059,S S 6 5 (4),0.210475,0.18295,0.136163,0.146961,30.9395,1.84284,26.3534,1.81319,75.3148,1.71867,58.5835,2.54357,0.0,0.0,6643.1,3465.9,66.1,3100.1, S S X X (4), 31 (4),600000,378161313,378161313,354612210,378161313,225392884,0,600000,600000
1060,R C C 6 (1),55.8802,1.40011,0.000877491,0.00835175,45.9588,1.40444,41.7635,1.44176,64.0328,1.35294,32.6461,1.80992,0.0,0.0,8774.4,4777.6,77.4,36.4, C C X X (1), 36 (1),600000,756316737,756316737,701832193,756316737,403875132,0,600000,600000
1061,R 7 6 A (2),12.6663,0.405693,12.668,0.405459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5213,0.63466,8541.3,1457.7,0.3,24.3, X X X X (2), 24 (2),600000,4033800789,3684510809,2352427012,2634361821,669486796,1399438968,600000,600000
1062,C S 5 5 (3),1.62369,0.5039,0.20701,0.181429,20.9893,1.62289,15.7431,1.49979,0.0,0.0,0.0,0.0,90.7282,1.83514,7633.2,3366.8,33.2,30.2, 5 5 X X (3), 30 (3),600000,378168193,378168193,354622136,227508054,49662798,150660139,600000,600000
