,Mano,Grande,Stddev_grande,Chica,Stddev_chica,Pares_1,Stddev_pares_1,Pares_2,Stddev_pares_2,Juego_1,Stddev_juego_1,Juego_2,Stddev_juego_2,Punto,Stddev_punto,Grande_value,Chica_value,Pares_value,Juego_value,Pares_repr,Juego_repr,Muestras_total,Muestras_pares_1,Muestras_pares_2,Muestras_juego_1,Muestras_juego_2,Muestras_punto,Sample_size
758,S S 5 A (3),0.205438,0.180347,20.0063,1.59795,32.4469,1.86627,27.2055,1.83905,0.0,0.0,0.0,0.0,25.9527,2.85101,6631.2,1365.8,66.2,26.2, S S X X (3), 26 (3),300000,189040203,175428752,117817505,27453650,77857,300000
759,R C S 7 (3),53.3996,1.21351,4.09377e-05,0.00155849,0.0,0.0,0.0,0.0,66.897,1.14599,36.6055,1.62465,0.0,0.0,8765.2,5677.8,0.2,37.2, X X X X (3), 37 (3),300000,466227958,307102759,504204227,263282089,0,300000
760,R R C S (4),95.9615,0.513716,0.0,0.0,53.9919,1.29951,49.7644,1.36172,72.4412,1.16591,42.4788,1.86324,0.0,0.0,8876.1,6787.9,88.1,40.1, R R X X (4), 40 (4),300000,441175429,404048426,441175429,211369910,0,300000
761,R S 7 6 (2),25.7921,1.06994,0.00562624,0.0183577,0.0,0.0,0.0,0.0,44.3042,1.21517,3.12868,0.561162,0.0,0.0,8654.3,4567.7,0.3,33.3, X X X X (2), 33 (2),300000,466206150,307081438,504178423,289875431,0,300000
762,R S 5 A (2),19.1646,0.67777,19.1613,0.67843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4047,1.27875,8631.3,1367.7,0.3,26.3, X X X X (2), 26 (2),300000,921110910,588100041,628491052,146485429,88214,300000
763,C 7 4 4 (2),0.944061,0.544127,2.36369,0.859493,17.207,2.13143,11.7072,1.87504,0.0,0.0,0.0,0.0,18.2685,3.76982,7522.3,2256.7,22.3,25.3, 4 4 X X (2), 25 (2),300000,94529720,88641437,62825571,16522798,54805,300000
764,6 6 6 6 (2),0.000271307,0.0860135,0.00840158,0.54961,87.7025,20.7662,87.0799,21.6715,0.0,0.0,0.0,0.0,11.7307,28.0979,4444.3,4443.7,4444.3,24.3, 6 6 6 6 (2), 24 (2),288726,986672,938480,680910,191535,22466,300000
765,C C 6 6 (4),2.37034,1.40393,0.00954791,0.0901438,92.0251,2.5119,91.5208,2.66319,69.209,4.26417,47.5996,6.03363,0.0,0.0,7744.1,4476.9,7744.1,32.1, C C 6 6 (4), 32 (4),300000,35454170,33344110,35454170,20832714,0,300000
766,C 6 A A (1),0.618225,0.204956,79.8954,1.04455,14.8804,0.927804,7.05694,0.697464,0.0,0.0,0.0,0.0,0.0872264,0.1393,7411.4,1146.6,11.4,18.4, A A X X (1), 18 (1),300000,441184831,404047939,305913182,87562234,261,300000
767,C C C C (3),2.41775,9.67645,0.0,0.0,91.5047,17.6363,91.0706,18.4297,73.1913,27.9819,44.0345,40.0856,0.0,0.0,7777.2,7776.8,7777.2,40.2, C C C C (3), 40 (3),288614,984633,936347,984633,472059,0,300000
768,C 7 7 7 (1),1.21577,1.52574,0.000136904,0.016468,78.7558,5.70477,77.4818,6.00077,100.0,0.0,100.0,0.0,0.0,0.0,7555.4,5556.6,555.4,31.4, 7 7 7 X (1), 31 (1),300000,15752068,14860984,15752068,9467337,0,300000
769,C S S S (2),2.1061,2.00022,0.0,0.0,79.2933,5.64793,78.0483,5.94583,73.9206,6.11375,45.57,10.137,0.0,0.0,7666.3,6666.7,666.3,40.3, S S S X (2), 40 (2),300000,15758433,14865016,15758433,7550312,0,300000
770,R C C 7 (2),55.9598,1.97743,1.12623e-05,0.00134675,45.4977,1.98664,41.2672,2.04006,68.1183,1.86,38.943,2.69581,0.0,0.0,8775.3,5777.7,77.3,37.3, C C X X (2), 37 (2),300000,189081653,175462103,189081653,98731376,0,300000
771,R R R S (3),99.6686,0.212244,0.0,0.0,88.8753,1.15912,87.7635,1.26649,73.186,1.63416,44.0329,2.64755,0.0,0.0,8886.2,6887.8,888.2,40.2, R R R X (3), 40 (3),300000,220568707,200527307,220568707,105675330,0,300000
772,R 6 5 4 (1),8.02553,0.662001,1.91544,0.334654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4138,1.78041,8432.4,2347.6,0.4,25.4, X X X X (1), 25 (1),300000,466240559,307116377,334244232,87494566,70241,300000
773,S 5 A A (4),0.0314495,0.0462608,85.9946,0.905808,8.41947,0.727453,0.0,0.0,0.0,0.0,0.0,0.0,0.0083385,0.043705,6311.1,1135.9,11.1,17.1, A A X X (4), 17 (4),300000,441203201,404056009,309444482,90668784,25,300000
774,R C 4 4 (1),34.9892,1.90301,2.33044,0.600235,19.5869,1.57959,13.3478,1.40551,0.0,0.0,0.0,0.0,78.4324,2.67749,8722.4,2277.6,22.4,28.4, 4 4 X X (1), 28 (1),300000,189075636,175462092,117859589,27466211,235297,300000
775,R R 5 5 (2),72.0194,1.91353,0.202517,0.192052,98.0702,0.585403,97.9011,0.636246,0.0,0.0,0.0,0.0,95.2795,1.43466,8833.3,3387.7,8833.3,30.3, R R 5 5 (2), 30 (2),300000,165454565,152119801,99532384,21723232,285838,300000
776,7 4 4 4 (4),0.000931172,0.0429659,2.42262,2.14314,77.1499,5.85416,75.7798,6.15564,0.0,0.0,0.0,0.0,0.268582,1.42068,5222.1,2224.9,222.1,19.1, 4 4 4 X (4), 19 (4),300000,15759251,14868095,11503401,3653782,805,300000
777,C C S S (1),2.43136,1.42256,0.0,0.0,92.0906,2.49753,91.5903,2.64889,74.6866,4.01948,47.1624,6.71015,0.0,0.0,7766.4,6676.6,7766.4,40.4, C C S S (1), 40 (1),300000,35453921,33345044,35453921,16985263,0,300000
778,R R C 7 (1),95.7321,0.526777,6.15095e-06,0.00064849,76.8825,1.0995,74.757,1.18396,69.3451,1.20284,41.2893,1.77972,0.0,0.0,8875.4,5787.6,88.4,37.4, R R X X (1), 37 (1),300000,441222320,404070840,441222320,230378157,0,300000
779,C C 6 6 (1),2.37031,1.40406,0.00950929,0.0899721,92.0282,2.50008,91.5241,2.65145,75.6909,3.96525,58.6331,5.95619,0.0,0.0,7744.4,4476.6,7744.4,32.4, C C 6 6 (1), 32 (1),300000,35452560,33344287,35452560,20833000,0,300000
780,R R 7 5 (1),80.7467,1.03048,0.0539984,0.0606511,76.8859,1.10172,74.7616,1.18577,75.8816,1.11664,58.6651,1.68272,0.0,0.0,8853.4,3587.6,88.4,32.4, R R X X (1), 32 (1),300000,441213655,404075917,441213655,257443139,0,300000
781,C S A A (2),1.40888,0.307735,71.6388,1.17473,12.493,0.860069,4.44844,0.562294,0.0,0.0,0.0,0.0,2.94333,0.739447,7611.3,1166.7,11.3,22.3, A A X X (2), 22 (2),300000,441168587,404026485,284189180,70489711,8829,300000
782,R 7 7 6 (4),14.1899,1.38882,0.00729801,0.0340499,31.1735,1.84657,25.832,1.8117,0.0,0.0,0.0,0.0,85.8505,2.23736,8554.1,4557.9,55.1,30.1, 7 7 X X (4), 30 (4),300000,189111638,175491994,116028002,26149246,257551,300000
783,R 5 5 4 (2),5.7418,0.927309,2.08296,0.569316,21.5415,1.63954,15.4517,1.49624,0.0,0.0,0.0,0.0,11.912,2.25,8332.3,2337.7,33.3,24.3, 5 5 X X (2), 24 (2),300000,189096129,175476087,126431085,33657884,35735,300000
784,R 6 6 5 (3),8.38744,1.10519,0.17371,0.165889,26.0255,1.74472,20.2845,1.66249,0.0,0.0,0.0,0.0,42.7294,3.33429,8443.2,3447.8,44.2,27.2, 6 6 X X (3), 27 (3),300000,189079972,175462533,122622593,30737166,128188,300000
785,R 4 4 A (1),4.59462,0.589096,55.5738,1.39631,18.2686,1.09163,10.8767,0.916931,0.0,0.0,0.0,0.0,0.378759,0.317055,8221.4,1227.6,22.4,19.4, 4 4 X X (1), 19 (1),300000,378174230,346808413,265253644,77712919,1136,300000
786,C C C S (2),2.43335,2.1506,0.0,0.0,79.4383,5.63703,78.2014,5.93432,73.9417,6.10608,45.5982,10.158,0.0,0.0,7776.3,6776.7,777.3,40.3, C C C X (2), 40 (2),300000,15758928,14865041,15758928,7548863,0,300000
787,6 6 6 5 (4),0.000114234,0.0149039,0.174263,0.580711,77.8184,5.78758,76.4852,6.08576,0.0,0.0,0.0,0.0,7.30509,6.76875,4443.1,3443.9,444.1,23.1, 6 6 6 X (4), 23 (4),300000,15754793,14861535,11008500,3194294,21915,300000
788,S S S A (4),0.216774,0.456803,5.75352,2.28311,79.7835,3.93788,78.3616,4.18001,78.3565,4.03484,61.4993,6.37949,0.0,0.0,6661.1,1665.9,666.1,31.1, S S S X (4), 31 (4),300000,31515918,29445319,31515918,17716967,0,300000
789,7 7 7 4 (4),0.010052,0.13938,0.770169,1.21588,78.3503,5.73914,77.0499,6.03872,0.0,0.0,0.0,0.0,12.68,8.26595,5552.1,2554.9,555.1,25.1, 7 7 7 X (4), 25 (4),300000,15759453,14867064,10594251,2838772,38039,300000
790,7 6 6 A (3),0.00720536,0.0338758,14.2013,1.39179,24.1703,1.71037,18.2846,1.60201,0.0,0.0,0.0,0.0,0.569016,0.54979,5441.2,1444.8,44.2,20.2, 6 6 X X (3), 20 (3),300000,189071086,175452690,132479778,38625841,1707,300000
791,6 5 5 4 (3),8.2624e-05,0.00513224,2.09965,0.808298,18.9784,2.21353,13.5994,1.99771,0.0,0.0,0.0,0.0,0.755064,0.9216,4332.2,2333.8,33.2,20.2, 5 5 X X (3), 20 (3),300000,94545445,88659407,67742490,20717645,2265,300000
792,R 7 7 7 (4),14.2287,3.43451,0.000150842,0.0119757,81.7915,3.78645,80.5116,4.02353,73.1792,4.337,55.3676,6.30158,0.0,0.0,8555.1,5557.9,555.1,31.1, 7 7 7 X (4), 31 (4),300000,31512398,29443294,31512398,18936892,0,300000
793,R 6 6 6 (3),8.40858,2.72781,0.0101058,0.0983355,81.2348,3.83125,79.914,4.06919,0.0,0.0,0.0,0.0,58.0101,8.12139,8444.2,4447.8,444.2,28.2, 6 6 6 X (3), 28 (3),300000,31512416,29440284,20156231,4914613,174030,300000
794,R 5 5 5 (2),5.75113,2.28218,0.216573,0.457412,80.68,3.86836,79.3221,4.10565,0.0,0.0,0.0,0.0,20.955,6.88468,8333.3,3337.7,333.3,25.3, 5 5 5 X (2), 25 (2),300000,31513395,29443471,20710882,5333885,62865,300000
795,R 4 4 4 (1),4.59521,2.05125,2.42913,1.50487,80.1434,3.90838,78.7482,4.14739,0.0,0.0,0.0,0.0,5.6081,4.09494,8222.4,2227.6,222.4,22.4, 4 4 4 X (1), 22 (1),300000,31514765,29445532,21769954,6184365,16824,300000
796,C C C 4 (1),2.43486,2.15207,0.453501,0.935794,79.4404,5.62819,78.2048,5.92231,53.9881,6.95384,16.6606,7.03959,0.0,0.0,7772.4,2776.6,777.4,34.4, C C C X (1), 34 (1),300000,15752635,14859766,15752635,8697065,0,300000
797,C 5 5 4 (3),0.553291,0.418122,2.08722,0.806098,18.9751,2.21543,13.5952,1.99693,0.0,0.0,0.0,0.0,10.5273,3.01597,7332.2,2336.8,33.2,24.2, 5 5 X X (3), 24 (3),300000,94542818,88656172,63202171,16822870,31581,300000
798,R 6 6 A (3),8.30765,0.778502,14.0512,0.979219,26.9455,1.25087,20.3402,1.18413,0.0,0.0,0.0,0.0,6.49416,1.20237,8441.2,1447.8,44.2,23.2, 6 6 X X (3), 23 (3),300000,378146738,346791223,251770971,66434554,19482,300000
799,R R C A (3),91.0695,0.526861,4.33114,0.375845,63.3282,0.889205,59.4143,0.95325,85.0657,0.656425,73.4388,1.08555,0.0,0.0,8871.2,1787.8,88.2,31.2, R R X X (3), 31 (3),300000,882384878,797291325,882384878,496128521,0,300000
800,C 4 4 A (2),0.453047,0.267548,55.6515,1.98202,16.0213,1.46192,9.50264,1.21392,0.0,0.0,0.0,0.0,0.280169,0.386886,7221.3,1226.7,22.3,19.3, 4 4 X X (2), 19 (2),300000,189073001,175453950,132627868,38866859,840,300000
801,R 7 7 4 (4),14.1098,1.39015,0.762947,0.346951,31.1739,1.84995,25.831,1.81495,0.0,0.0,0.0,0.0,59.5076,3.24475,8552.1,2557.9,55.1,28.1, 7 7 X X (4), 28 (4),300000,189078858,175458173,120046887,28900741,178522,300000
802,C 6 4 A (1),0.663064,0.198096,45.3035,1.21419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52713,0.53152,7421.4,1246.6,0.4,21.4, X X X X (1), 21 (1),300000,466244034,307103032,344133602,95432138,4581,300000
803,C C 7 6 (4),2.39546,0.862837,0.00455819,0.0379846,37.1383,2.72919,32.9637,2.74143,42.5035,2.79376,0.0,0.0,0.0,0.0,7754.1,4576.9,77.1,33.1, C C X X (4), 33 (4),300000,94545111,88657307,94545111,54359830,0,300000
804,5 5 5 A (4),0.0,0.0,27.0949,4.35787,78.1571,4.04822,76.62,4.2911,0.0,0.0,0.0,0.0,0.00229743,0.0926458,3331.1,1332.9,333.1,16.1, 5 5 5 X (4), 16 (4),300000,31504997,29433847,23031355,7343202,6,300000
805,R C 7 4 (3),44.8893,1.21478,0.639869,0.194743,0.0,0.0,0.0,0.0,83.0147,0.917493,71.4412,1.42997,0.0,0.0,8752.2,2577.8,0.2,31.2, X X X X (3), 31 (3),300000,466212443,307094444,504191238,299866068,0,300000
806,R R S 5 (4),85.9923,0.903067,0.0313059,0.0461839,53.9902,1.29902,49.7611,1.36068,56.2406,1.29433,19.2414,1.39802,0.0,0.0,8863.1,3687.9,88.1,35.1, R R X X (4), 35 (4),300000,441159296,404021990,441159296,239044410,0,300000
807,4 4 4 4 (4),0.0,0.0,2.42933,9.73388,85.9515,21.9429,85.2218,22.9164,0.0,0.0,0.0,0.0,0.00499681,0.629594,2222.1,2221.9,2222.1,16.1, 4 4 4 4 (4), 16 (4),288554,983170,935018,739631,250589,8,300000
808,C S 6 5 (3),1.77462,0.455261,0.132583,0.125717,0.0,0.0,0.0,0.0,82.8855,1.30017,71.2862,2.02435,0.0,0.0,7643.2,3466.8,0.2,31.2, X X X X (3), 31 (3),300000,235653301,159970223,252095085,150258452,0,300000
809,R S 6 A (2),21.1791,0.706157,11.2657,0.544623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0626,1.38321,8641.3,1467.7,0.3,27.3, X X X X (2), 27 (2),300000,921087466,588085211,620413035,141139134,135187,300000
810,4 A A A (3),0.0,0.0,99.8723,0.131662,78.6254,1.51276,76.4887,1.6419,0.0,0.0,0.0,0.0,0.0,0.0,2111.2,1111.8,111.2,7.2, A A A X (3), 7 (3),300000,220567771,200522511,172797335,64353851,0,300000
811,C 7 5 4 (2),1.02796,0.348574,1.74799,0.452806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6904,2.7049,7532.3,2356.7,0.3,26.3, X X X X (2), 26 (2),300000,235663964,159978689,164626745,41837124,92071,300000
812,C C 5 4 (1),2.34552,0.85463,1.50041,0.686922,38.3446,2.74057,34.2486,2.76187,0.0,0.0,0.0,0.0,87.485,3.00429,7732.4,2376.6,77.4,29.4, C C X X (1), 29 (1),300000,94557325,88666923,57905623,13067717,262454,300000
813,R R 6 A (1),74.4483,0.80401,9.8406,0.548819,79.6603,0.743891,77.4892,0.812156,0.0,0.0,0.0,0.0,50.0071,1.48732,8841.4,1487.6,88.4,27.4, R R X X (1), 27 (1),300000,882303650,797207070,542814886,123475903,150021,300000
814,R A A A (4),4.14726,0.518874,98.3965,0.327106,80.9604,1.02271,78.7541,1.12595,0.0,0.0,0.0,0.0,0.0,0.0,8111.1,1117.9,111.1,13.1, A A A X (4), 13 (4),300000,441187492,395373496,318554499,99135904,0,300000
815,R R R C (1),99.9745,0.0588096,0.0,0.0,89.8523,1.11483,88.8381,1.21953,74.6824,1.60644,47.1599,2.66204,0.0,0.0,8887.4,7887.6,888.4,40.4, R R R X (1), 40 (1),300000,220579109,200536554,220579109,105687161,0,300000
816,C 7 6 A (3),1.08449,0.253243,13.0473,0.823101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57859,1.22096,7541.2,1456.8,0.2,24.2, X X X X (3), 24 (3),300000,466224104,307109067,329279916,83672559,28735,300000
817,C S 7 4 (4),1.92286,0.474822,0.725461,0.293263,0.0,0.0,0.0,0.0,75.489,1.48439,58.7859,2.20525,0.0,0.0,7652.1,2566.9,0.1,31.1, X X X X (4), 31 (4),300000,235652887,159973908,252092339,149925641,0,300000
818,S 5 4 A (2),0.039066,0.0482238,51.8341,1.21803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612434,0.342491,6321.3,1235.7,0.3,20.3, X X X X (2), 20 (2),300000,466231309,307091728,348264937,98891067,1837,300000
819,S 6 5 4 (3),0.0737337,0.0935832,1.96777,0.479677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2856,2.19865,6432.2,2345.8,0.2,25.2, X X X X (3), 25 (3),300000,235670149,159979540,167124317,43745408,48856,300000
820,C A A A (3),0.41693,0.238222,98.8535,0.392074,78.6317,1.51269,76.4949,1.64239,0.0,0.0,0.0,0.0,0.0,0.0,7111.2,1116.8,111.2,13.2, A A A X (3), 13 (3),300000,220606183,200552479,159278879,49583093,0,300000
821,R C S A (4),48.7518,0.860508,5.14756,0.381731,0.0,0.0,0.0,0.0,78.3464,0.710254,61.4895,1.11959,0.0,0.0,8761.1,1677.9,0.1,31.1, X X X X (4), 31 (4),300000,921129367,588090464,1008454990,567032021,0,300000
822,R S S 6 (1),27.0384,1.76816,0.00220399,0.0187045,38.6491,1.93992,33.8873,1.95757,64.0264,1.9169,32.6388,2.56183,0.0,0.0,8664.4,4667.6,66.4,36.4, S S X X (1), 36 (1),300000,189079249,175460594,189079249,100975765,0,300000
823,S 7 6 5 (4),0.160736,0.138334,0.160422,0.138226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2647,2.85188,6543.1,3455.9,0.1,28.1, X X X X (4), 28 (4),300000,235651170,159954874,160162234,38592381,162794,300000
824,S 4 4 4 (4),0.0289639,0.236978,2.4345,2.14579,77.1515,5.85176,75.7798,6.15311,0.0,0.0,0.0,0.0,1.52453,3.14376,6222.1,2225.9,222.1,22.1, 4 4 4 X (4), 22 (4),300000,15754690,14862564,10885197,3090214,4573,300000
825,6 6 6 5 (3),0.000136937,0.0166045,0.175965,0.582304,77.8143,5.79158,76.4813,6.09035,0.0,0.0,0.0,0.0,8.23369,7.16545,4443.2,3443.8,444.2,23.2, 6 6 6 X (3), 23 (3),300000,15758407,14865150,11011527,3192916,24701,300000
826,7 7 7 4 (3),0.00993497,0.139114,0.768372,1.2167,78.3591,5.73964,77.0572,6.03877,0.0,0.0,0.0,0.0,15.335,8.96109,5552.2,2554.8,555.2,25.2, 7 7 7 X (3), 25 (3),300000,15758785,14864849,10594634,2839646,46004,300000
827,S 6 6 6 (4),0.0821566,0.398974,0.0100796,0.139555,78.217,5.74331,76.91,6.04006,0.0,0.0,0.0,0.0,50.0598,11.8297,6444.1,4445.9,444.1,28.1, 6 6 6 X (4), 28 (4),300000,15759057,14866836,10077729,2459007,150179,300000
828,S 4 4 4 (2),0.028469,0.235165,2.42353,2.14638,77.1534,5.84214,75.7822,6.14068,0.0,0.0,0.0,0.0,3.68247,4.82875,6222.3,2225.7,222.3,22.3, 4 4 4 X (2), 22 (2),300000,15755058,14862921,10880963,3087057,11047,300000
829,R S S 4 (4),26.8683,1.76727,0.548202,0.294291,37.4368,1.93247,32.5825,1.94119,49.0912,1.99344,7.78173,1.43741,0.0,0.0,8662.1,2667.9,66.1,34.1, S S X X (4), 34 (4),300000,189071794,175457668,189071794,104376849,0,300000
830,R 7 7 A (3),14.0531,0.981355,8.31056,0.777142,32.6514,1.32333,26.562,1.3031,0.0,0.0,0.0,0.0,14.4986,1.65859,8551.2,1557.8,55.2,25.2, 7 7 X X (3), 25 (3),300000,378144040,346788825,242340406,59378561,43495,300000
831,C 7 7 5 (4),1.21152,0.618152,0.0804641,0.160089,28.0431,2.54022,23.2655,2.46979,0.0,0.0,0.0,0.0,74.9083,3.99437,7553.1,3556.9,55.1,29.1, 7 7 X X (4), 29 (4),300000,94536599,88650528,58877698,13658189,224724,300000
832,S 5 5 5 (3),0.0436971,0.290343,0.218228,0.651661,77.6938,5.803,76.355,6.10256,0.0,0.0,0.0,0.0,16.8335,9.09277,6333.2,3335.8,333.2,25.2, 5 5 5 X (3), 25 (3),300000,15758029,14865946,10354100,2663172,50500,300000
833,C 5 5 A (2),0.550831,0.29518,26.894,1.76869,19.9049,1.59055,13.6841,1.42312,0.0,0.0,0.0,0.0,1.24914,0.784781,7331.3,1336.7,33.3,21.3, 5 5 X X (2), 21 (2),300000,189073426,175447096,128531674,35343028,3747,300000
834,C 6 6 4 (3),0.768613,0.493353,1.20803,0.615607,23.3135,2.39024,18.22,2.25112,0.0,0.0,0.0,0.0,27.8288,4.32427,7442.2,2446.8,44.2,26.2, 6 6 X X (3), 26 (3),300000,94551826,88662679,61872436,15783832,83486,300000
835,7 5 5 5 (4),0.0022736,0.0665665,0.214649,0.644821,77.6536,5.80249,76.3152,6.09788,0.0,0.0,0.0,0.0,1.9686,3.58616,5333.1,3334.9,333.1,22.1, 5 5 5 X (4), 22 (4),300000,15753974,14863332,10944170,3133173,5905,300000
836,S 5 5 A (3),0.0429939,0.0827199,26.9511,1.77317,19.656,1.58549,13.4189,1.41156,0.0,0.0,0.0,0.0,0.993247,0.700572,6331.2,1335.8,33.2,21.2, 5 5 X X (3), 21 (3),300000,189095674,175473720,128536546,35357603,2979,300000
837,C 7 7 A (4),1.20123,0.43418,8.3565,1.10476,29.081,1.80973,23.5748,1.75432,0.0,0.0,0.0,0.0,11.7346,2.14024,7551.1,1556.9,55.1,25.1, 7 7 X X (4), 25 (4),300000,189089589,175466321,121189138,29703459,35203,300000
